HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,18720,2,2
1,3520,18,18
2,33280,49,49
3,2976,81,81
4,8960,87,87
5,21120,102,102
6,14849888,114,114
