HUD frame time nsec:,16645000

Range Index,Elapsed Time, First Event,Last Event
0,18080,2,2
1,44160,19,19
2,5056,51,51
3,2784,83,83
4,8928,89,89
5,31136,104,104
6,14642112,116,116
