HUD frame time nsec:,16645000

Range Index,Elapsed Time, First Event,Last Event
0,18400,2,2
1,40736,19,19
2,9088,51,51
3,3648,83,83
4,9152,89,89
5,24320,104,104
6,14883488,116,116
