HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,4448,5,5
1,672,24,24
2,9344,32,32
3,26624,49,49
4,9248,55,55
5,28800,72,72
6,14783200,84,84
