HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,10208,2,2
1,12064,4,4
2,1216,29,29
3,3584,93,93
4,672,106,106
5,672,119,119
6,672,132,132
7,672,144,144
8,10400,201,201
9,6176,265,265
10,704,278,278
11,672,291,291
12,704,304,304
13,704,316,316
14,13673696,340,340
