HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,18848,2,2
1,42336,19,19
2,7136,51,51
3,3392,83,83
4,8896,89,89
5,31008,104,104
6,14793120,116,116
