HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
683,672,10982,10982
684,672,10998,10998
685,672,11014,11014
686,672,11030,11030
687,672,11046,11046
688,704,11062,11062
689,672,11078,11078
690,704,11094,11094
691,672,11110,11110
692,672,11126,11126
693,864,11142,11142
694,672,11158,11158
695,672,11174,11174
696,672,11190,11190
697,672,11206,11206
698,672,11222,11222
699,640,11238,11238
700,640,11254,11254
701,672,11270,11270
702,672,11286,11286
703,640,11302,11302
704,672,11318,11318
705,672,11334,11334
706,672,11350,11350
707,704,11366,11366
708,704,11382,11382
709,672,11398,11398
710,672,11414,11414
711,768,11430,11430
712,672,11446,11446
713,672,11462,11462
714,672,11478,11478
715,704,11494,11494
716,672,11510,11510
717,672,11526,11526
718,672,11542,11542
719,672,11558,11558
720,672,11574,11574
721,640,11590,11590
722,672,11606,11606
723,672,11622,11622
724,672,11638,11638
725,672,11654,11654
726,640,11670,11670
727,640,11686,11686
728,672,11702,11702
729,672,11718,11718
730,704,11734,11734
731,672,11750,11750
732,672,11766,11766
733,672,11782,11782
734,672,11798,11798
735,672,11814,11814
736,672,11830,11830
737,672,11846,11846
738,672,11862,11862
739,672,11878,11878
740,672,11894,11894
741,672,11910,11910
742,640,11926,11926
743,672,11942,11942
744,704,11958,11958
745,672,11974,11974
746,672,11990,11990
747,672,12006,12006
748,672,12022,12022
749,672,12038,12038
750,672,12054,12054
751,672,12070,12070
752,672,12086,12086
753,672,12102,12102
754,672,12118,12118
755,672,12134,12134
756,672,12150,12150
757,672,12166,12166
758,672,12182,12182
759,704,12198,12198
760,672,12214,12214
761,704,12230,12230
762,672,12246,12246
763,640,12262,12262
764,672,12278,12278
765,672,12294,12294
766,672,12310,12310
767,672,12326,12326
768,672,12342,12342
769,672,12358,12358
770,672,12374,12374
771,672,12390,12390
772,672,12406,12406
773,672,12422,12422
774,896,12438,12438
775,672,12454,12454
776,672,12470,12470
777,704,12486,12486
778,704,12502,12502
779,672,12518,12518
780,672,12534,12534
781,672,12550,12550
782,672,12566,12566
783,672,12582,12582
784,640,12598,12598
785,640,12614,12614
786,928,12630,12630
787,672,12646,12646
788,672,12662,12662
789,672,12678,12678
790,672,12694,12694
791,672,12710,12710
792,672,12726,12726
793,672,12742,12742
794,672,12758,12758
795,672,12774,12774
796,672,12790,12790
797,864,12806,12806
798,672,12822,12822
799,704,12838,12838
800,672,12854,12854
801,672,12870,12870
802,672,12886,12886
803,640,12902,12902
804,640,12918,12918
805,640,12934,12934
806,672,12950,12950
807,672,12966,12966
808,672,12982,12982
809,864,12998,12998
810,672,13014,13014
811,672,13030,13030
812,672,13046,13046
813,672,13062,13062
814,672,13078,13078
815,672,13094,13094
816,672,13110,13110
817,640,13126,13126
818,672,13142,13142
819,672,13158,13158
820,672,13174,13174
821,672,13190,13190
822,672,13206,13206
823,672,13222,13222
824,704,13238,13238
825,704,13254,13254
826,704,13270,13270
827,704,13286,13286
828,672,13302,13302
829,672,13318,13318
830,672,13334,13334
831,704,13350,13350
832,704,13366,13366
833,672,13382,13382
834,672,13398,13398
835,672,13414,13414
836,672,13430,13430
837,672,13446,13446
838,672,13462,13462
839,672,13478,13478
840,672,13494,13494
841,672,13510,13510
842,672,13526,13526
843,672,13542,13542
844,672,13558,13558
845,672,13574,13574
846,672,13590,13590
847,672,13606,13606
848,672,13622,13622
849,832,13638,13638
850,672,13654,13654
851,736,13670,13670
852,704,13686,13686
853,640,13702,13702
854,672,13718,13718
855,736,13734,13734
856,672,13750,13750
857,672,13766,13766
858,640,13782,13782
859,640,13798,13798
860,672,13814,13814
861,672,13830,13830
862,672,13846,13846
863,672,13862,13862
864,672,13878,13878
865,672,13894,13894
866,672,13910,13910
867,4564544,13926,13926
868,960,13942,13942
869,736,13958,13958
870,672,13974,13974
871,704,13990,13990
872,672,14006,14006
873,704,14022,14022
874,672,14038,14038
875,704,14054,14054
876,672,14070,14070
877,672,14086,14086
878,672,14102,14102
879,928,14118,14118
880,672,14134,14134
881,672,14150,14150
882,704,14166,14166
883,672,14182,14182
884,672,14198,14198
885,832,14214,14214
886,704,14230,14230
887,704,14246,14246
888,672,14262,14262
889,704,14278,14278
890,704,14294,14294
891,704,14310,14310
892,704,14326,14326
893,672,14342,14342
894,960,14358,14358
895,672,14374,14374
896,672,14390,14390
897,704,14406,14406
898,800,14422,14422
899,704,14438,14438
900,704,14454,14454
901,672,14470,14470
902,672,14486,14486
903,7520,14502,14502
904,896,14518,14518
905,672,14534,14534
906,672,14550,14550
907,704,14566,14566
908,736,14582,14582
909,704,14598,14598
910,672,14614,14614
911,672,14630,14630
912,960,14646,14646
913,704,14662,14662
914,704,14678,14678
915,704,14694,14694
916,672,14710,14710
917,704,14726,14726
918,704,14742,14742
919,704,14758,14758
920,704,14774,14774
921,672,14790,14790
922,864,14806,14806
923,672,14822,14822
924,704,14838,14838
925,704,14854,14854
926,672,14870,14870
927,704,14886,14886
928,672,14902,14902
929,704,14918,14918
930,672,14934,14934
931,704,14950,14950
932,672,14966,14966
933,704,14982,14982
934,704,14998,14998
935,672,15014,15014
936,704,15030,15030
937,672,15046,15046
938,672,15062,15062
939,800,15078,15078
940,704,15094,15094
941,672,15110,15110
942,704,15126,15126
943,672,15142,15142
944,672,15158,15158
945,704,15174,15174
946,832,15190,15190
947,704,15206,15206
948,672,15222,15222
949,704,15238,15238
950,704,15254,15254
951,704,15270,15270
952,704,15286,15286
953,704,15302,15302
954,704,15318,15318
955,672,15334,15334
956,704,15350,15350
957,672,15366,15366
958,672,15382,15382
959,672,15398,15398
960,704,15414,15414
961,736,15430,15430
962,672,15446,15446
963,672,15462,15462
964,672,15478,15478
965,704,15494,15494
966,672,15510,15510
967,736,15526,15526
968,704,15542,15542
969,704,15558,15558
970,704,15574,15574
971,704,15590,15590
972,672,15606,15606
973,672,15622,15622
974,704,15638,15638
975,672,15654,15654
976,672,15670,15670
977,704,15686,15686
978,704,15702,15702
979,736,15718,15718
980,704,15734,15734
981,672,15750,15750
982,672,15766,15766
983,672,15782,15782
984,704,15798,15798
985,704,15814,15814
986,672,15830,15830
987,672,15846,15846
988,704,15862,15862
989,672,15878,15878
990,672,15894,15894
991,704,15910,15910
992,672,15926,15926
993,704,15942,15942
994,704,15958,15958
995,704,15974,15974
996,672,15990,15990
997,704,16006,16006
998,704,16022,16022
999,672,16038,16038
1000,704,16054,16054
1001,672,16070,16070
1002,672,16086,16086
1003,672,16102,16102
1004,704,16118,16118
1005,672,16134,16134
1006,704,16150,16150
1007,672,16166,16166
1008,864,16182,16182
1009,704,16198,16198
1010,672,16214,16214
1011,672,16230,16230
1012,704,16246,16246
1013,736,16262,16262
1014,704,16278,16278
1015,672,16294,16294
1016,672,16310,16310
1017,672,16326,16326
1018,672,16342,16342
1019,704,16358,16358
1020,736,16374,16374
1021,704,16390,16390
1022,704,16406,16406
1023,736,16422,16422
1024,704,16438,16438
1025,704,16454,16454
1026,736,16470,16470
1027,672,16486,16486
1028,672,16502,16502
1029,832,16518,16518
1030,672,16534,16534
1031,704,16550,16550
1032,736,16566,16566
1033,704,16582,16582
1034,672,16598,16598
1035,672,16614,16614
1036,704,16630,16630
1037,672,16646,16646
1038,672,16662,16662
1039,704,16678,16678
1040,704,16694,16694
1041,704,16710,16710
1042,704,16726,16726
1043,672,16742,16742
1044,672,16758,16758
1045,704,16774,16774
1046,672,16790,16790
1047,704,16806,16806
1048,672,16822,16822
1049,672,16838,16838
1050,704,16854,16854
1051,704,16870,16870
1052,672,16886,16886
1053,832,16902,16902
1054,672,16918,16918
1055,704,16934,16934
1056,704,16950,16950
1057,736,16966,16966
1058,672,16982,16982
1059,672,16998,16998
1060,672,17014,17014
1061,672,17030,17030
1062,672,17046,17046
1063,704,17062,17062
1064,896,17078,17078
1065,672,17094,17094
1066,672,17110,17110
1067,704,17126,17126
1068,672,17142,17142
1069,704,17158,17158
1070,704,17174,17174
1071,672,17190,17190
1072,704,17206,17206
1073,672,17222,17222
1074,672,17238,17238
1075,672,17254,17254
1076,704,17270,17270
1077,672,17286,17286
1078,672,17302,17302
1079,672,17318,17318
1080,704,17334,17334
1081,704,17350,17350
1082,672,17366,17366
1083,672,17382,17382
1084,704,17398,17398
1085,928,17414,17414
1086,672,17430,17430
1087,672,17446,17446
1088,704,17462,17462
1089,672,17478,17478
1090,672,17494,17494
1091,704,17510,17510
1092,704,17526,17526
1093,672,17542,17542
1094,672,17558,17558
1095,672,17574,17574
1096,704,17590,17590
1097,672,17606,17606
1098,672,17622,17622
1099,672,17638,17638
1100,704,17654,17654
1101,736,17670,17670
1102,672,17686,17686
1103,672,17702,17702
1104,704,17718,17718
1105,704,17734,17734
1106,704,17750,17750
1107,704,17766,17766
1108,672,17782,17782
1109,704,17798,17798
1110,672,17814,17814
1111,672,17830,17830
1112,672,17846,17846
1113,672,17862,17862
1114,832,17878,17878
1115,704,17894,17894
1116,672,17910,17910
1117,704,17926,17926
1118,704,17942,17942
1119,704,17958,17958
1120,864,17974,17974
1121,704,17990,17990
1122,672,18006,18006
1123,672,18022,18022
1124,736,18038,18038
1125,704,18054,18054
1126,672,18070,18070
1127,704,18086,18086
1128,704,18102,18102
1129,672,18118,18118
1130,704,18134,18134
1131,672,18150,18150
1132,672,18166,18166
1133,704,18182,18182
1134,672,18198,18198
1135,672,18214,18214
1136,704,18230,18230
1137,704,18246,18246
1138,672,18262,18262
1139,704,18278,18278
1140,672,18294,18294
1141,704,18310,18310
1142,704,18326,18326
1143,704,18342,18342
1144,704,18358,18358
1145,704,18374,18374
1146,704,18390,18390
1147,704,18406,18406
1148,672,18422,18422
1149,704,18438,18438
1150,704,18454,18454
1151,864,18470,18470
1152,672,18486,18486
1153,704,18502,18502
1154,672,18518,18518
1155,704,18534,18534
1156,736,18550,18550
1157,672,18566,18566
1158,672,18582,18582
1159,672,18598,18598
1160,672,18614,18614
1161,672,18630,18630
1162,704,18646,18646
1163,704,18662,18662
1164,704,18678,18678
1165,704,18694,18694
1166,704,18710,18710
1167,704,18726,18726
1168,704,18742,18742
1169,672,18758,18758
1170,672,18774,18774
1171,704,18790,18790
1172,672,18806,18806
1173,672,18822,18822
1174,640,18838,18838
1175,640,18854,18854
1176,736,18870,18870
1177,672,18886,18886
1178,672,18902,18902
1179,640,18918,18918
1180,672,18934,18934
1181,672,18950,18950
1182,672,18966,18966
1183,672,18982,18982
1184,672,18998,18998
1185,672,19014,19014
1186,672,19030,19030
1187,672,19046,19046
1188,672,19062,19062
1189,672,19078,19078
1190,640,19094,19094
1191,640,19110,19110
1192,864,19126,19126
1193,672,19142,19142
1194,672,19158,19158
1195,672,19174,19174
1196,672,19190,19190
1197,672,19206,19206
1198,800,19222,19222
1199,640,19238,19238
1200,672,19254,19254
1201,672,19270,19270
1202,672,19286,19286
1203,672,19302,19302
1204,672,19318,19318
1205,672,19334,19334
1206,672,19350,19350
1207,672,19366,19366
1208,672,19382,19382
1209,672,19398,19398
1210,672,19414,19414
1211,672,19430,19430
1212,672,19446,19446
1213,672,19462,19462
1214,672,19478,19478
1215,928,19494,19494
1216,672,19510,19510
1217,672,19526,19526
1218,672,19542,19542
1219,672,19558,19558
1220,672,19574,19574
1221,672,19590,19590
1222,672,19606,19606
1223,672,19622,19622
1224,672,19638,19638
1225,672,19654,19654
1226,640,19670,19670
1227,672,19686,19686
1228,672,19702,19702
1229,672,19718,19718
1230,672,19734,19734
1231,704,19750,19750
1232,672,19766,19766
1233,768,19782,19782
1234,672,19798,19798
1235,672,19814,19814
1236,672,19830,19830
1237,672,19846,19846
1238,672,19862,19862
1239,672,19878,19878
1240,704,19894,19894
1241,704,19910,19910
1242,672,19926,19926
1243,640,19942,19942
1244,672,19958,19958
1245,672,19974,19974
1246,672,19990,19990
1247,672,20006,20006
1248,672,20022,20022
1249,672,20038,20038
1250,672,20054,20054
1251,640,20070,20070
1252,672,20086,20086
1253,672,20102,20102
1254,672,20118,20118
1255,672,20134,20134
1256,672,20150,20150
1257,672,20166,20166
1258,672,20182,20182
1259,640,20198,20198
1260,672,20214,20214
1261,672,20230,20230
1262,672,20246,20246
1263,672,20262,20262
1264,672,20278,20278
1265,672,20294,20294
1266,672,20310,20310
1267,672,20326,20326
1268,672,20342,20342
1269,672,20358,20358
1270,672,20374,20374
1271,640,20390,20390
1272,640,20406,20406
1273,672,20422,20422
1274,640,20438,20438
1275,672,20454,20454
1276,672,20470,20470
1277,672,20486,20486
1278,672,20502,20502
1279,672,20518,20518
1280,672,20534,20534
1281,672,20550,20550
1282,672,20566,20566
1283,672,20582,20582
1284,672,20598,20598
1285,832,20614,20614
1286,672,20630,20630
1287,704,20646,20646
1288,704,20662,20662
1289,672,20678,20678
1290,672,20694,20694
1291,640,20710,20710
1292,672,20726,20726
1293,704,20742,20742
1294,672,20758,20758
1295,672,20774,20774
1296,672,20790,20790
1297,672,20806,20806
1298,672,20822,20822
1299,672,20838,20838
1300,672,20854,20854
1301,672,20870,20870
1302,640,20886,20886
1303,672,20902,20902
1304,640,20918,20918
1305,672,20934,20934
1306,672,20950,20950
1307,896,20966,20966
1308,672,20982,20982
1309,672,20998,20998
1310,672,21014,21014
1311,640,21030,21030
1312,672,21046,21046
1313,640,21062,21062
1314,672,21078,21078
1315,672,21094,21094
1316,672,21110,21110
1317,672,21126,21126
1318,672,21142,21142
1319,672,21158,21158
1320,672,21174,21174
1321,672,21190,21190
1322,704,21206,21206
1323,672,21222,21222
1324,672,21238,21238
1325,672,21254,21254
1326,672,21270,21270
1327,672,21286,21286
1328,672,21302,21302
1329,672,21318,21318
1330,672,21334,21334
1331,672,21350,21350
1332,672,21366,21366
1333,672,21382,21382
1334,672,21398,21398
1335,672,21414,21414
1336,832,21430,21430
1337,640,21446,21446
1338,704,21462,21462
1339,672,21478,21478
1340,672,21494,21494
1341,672,21510,21510
1342,672,21526,21526
1343,672,21542,21542
1344,672,21558,21558
1345,672,21574,21574
1346,672,21590,21590
1347,672,21606,21606
1348,672,21622,21622
1349,672,21638,21638
1350,640,21654,21654
1351,672,21670,21670
1352,672,21686,21686
1353,672,21702,21702
1354,704,21718,21718
1355,704,21734,21734
1356,672,21750,21750
1357,672,21766,21766
1358,640,21782,21782
1359,672,21798,21798
1360,672,21814,21814
1361,672,21830,21830
1362,672,21846,21846
1363,672,21862,21862
1364,640,21878,21878
1365,704,21894,21894
