HUD frame time nsec:,16687000

Range Index,Elapsed Time, First Event,Last Event
0,18368,2,2
1,52800,19,19
2,52256,51,51
3,1824,83,83
4,10400,89,89
5,35552,104,104
6,15005440,116,116

Range Index,Elapsed Time, First Event,Last Event
0,20416,2,2
1,49984,19,19
2,52384,51,51
3,1824,83,83
4,10368,89,89
5,35072,104,104
6,15436160,116,116
