HUD frame time nsec:,16644000

Range Index,Elapsed Time, First Event,Last Event
0,23392,2,2
1,37472,19,19
2,78336,51,51
3,17696,83,83
4,9600,89,89
5,38272,104,104
6,14752960,116,116
