HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,10176,2,2
1,12160,4,4
2,1056,29,29
3,3360,93,93
4,672,106,106
5,672,119,119
6,672,132,132
7,672,144,144
8,9152,201,201
9,6272,265,265
10,704,278,278
11,672,291,291
12,672,304,304
13,672,316,316
14,13865376,340,340
