HUD frame time nsec:,16426000

Range Index,Elapsed Time, First Event,Last Event
1365,672,24625,24625
1366,672,24643,24643
1367,672,24661,24661
1368,704,24679,24679
1369,672,24697,24697
1370,672,24715,24715
1371,704,24733,24733
1372,672,24751,24751
1373,800,24769,24769
1374,736,24787,24787
1375,800,24805,24805
1376,672,24823,24823
1377,832,24841,24841
1378,672,24859,24859
1379,672,24877,24877
1380,704,24895,24895
1381,736,24913,24913
1382,672,24931,24931
1383,672,24949,24949
1384,704,24967,24967
1385,704,24985,24985
1386,704,25003,25003
1387,704,25021,25021
1388,704,25039,25039
1389,672,25057,25057
1390,672,25075,25075
1391,672,25093,25093
1392,704,25111,25111
1393,672,25129,25129
1394,768,25147,25147
1395,672,25165,25165
1396,672,25183,25183
1397,672,25201,25201
1398,672,25219,25219
1399,704,25237,25237
1400,704,25255,25255
1401,736,25273,25273
1402,704,25291,25291
1403,704,25309,25309
1404,672,25327,25327
1405,672,25345,25345
1406,672,25363,25363
1407,704,25381,25381
1408,704,25399,25399
1409,672,25417,25417
1410,704,25435,25435
1411,672,25453,25453
1412,704,25471,25471
1413,672,25489,25489
1414,704,25507,25507
1415,672,25525,25525
1416,704,25543,25543
1417,672,25561,25561
1418,704,25579,25579
1419,704,25597,25597
1420,736,25615,25615
1421,672,25633,25633
1422,704,25651,25651
1423,672,25669,25669
1424,704,25687,25687
1425,704,25705,25705
1426,672,25723,25723
1427,672,25741,25741
1428,672,25759,25759
1429,672,25777,25777
1430,672,25795,25795
1431,672,25813,25813
1432,704,25831,25831
1433,704,25849,25849
1434,672,25867,25867
1435,704,25885,25885
1436,704,25903,25903
1437,672,25921,25921
1438,672,25939,25939
1439,704,25957,25957
1440,704,25975,25975
1441,672,25993,25993
1442,672,26011,26011
1443,704,26029,26029
1444,704,26047,26047
1445,704,26065,26065
1446,768,26083,26083
1447,704,26101,26101
1448,704,26119,26119
1449,672,26137,26137
1450,704,26155,26155
1451,672,26173,26173
1452,704,26191,26191
1453,704,26209,26209
1454,672,26227,26227
1455,704,26245,26245
1456,672,26263,26263
1457,672,26281,26281
1458,736,26299,26299
1459,704,26317,26317
1460,832,26335,26335
1461,672,26353,26353
1462,672,26371,26371
1463,672,26389,26389
1464,704,26407,26407
1465,704,26425,26425
1466,736,26443,26443
1467,672,26461,26461
1468,672,26479,26479
1469,704,26497,26497
1470,736,26515,26515
1471,704,26533,26533
1472,672,26551,26551
1473,704,26569,26569
1474,928,26587,26587
1475,672,26605,26605
1476,672,26623,26623
1477,704,26641,26641
1478,704,26659,26659
1479,672,26677,26677
1480,704,26695,26695
1481,672,26713,26713
1482,736,26731,26731
1483,704,26749,26749
1484,704,26767,26767
1485,832,26785,26785
1486,672,26803,26803
1487,704,26821,26821
1488,704,26839,26839
1489,672,26857,26857
1490,704,26875,26875
1491,928,26893,26893
1492,672,26911,26911
1493,704,26929,26929
1494,736,26947,26947
1495,736,26965,26965
1496,672,26983,26983
1497,704,27001,27001
1498,672,27019,27019
1499,704,27037,27037
1500,736,27055,27055
1501,736,27073,27073
1502,704,27091,27091
1503,704,27109,27109
1504,672,27127,27127
1505,672,27145,27145
1506,704,27163,27163
1507,672,27181,27181
1508,672,27199,27199
1509,672,27217,27217
1510,704,27235,27235
1511,672,27253,27253
1512,704,27271,27271
1513,832,27289,27289
1514,672,27307,27307
1515,704,27325,27325
1516,672,27343,27343
1517,704,27361,27361
1518,672,27379,27379
1519,672,27397,27397
1520,736,27415,27415
1521,704,27433,27433
1522,704,27451,27451
1523,704,27469,27469
1524,928,27487,27487
1525,704,27505,27505
1526,736,27523,27523
1527,672,27541,27541
1528,704,27559,27559
1529,768,27577,27577
1530,832,27595,27595
1531,672,27613,27613
1532,704,27631,27631
1533,672,27649,27649
1534,672,27667,27667
1535,704,27685,27685
1536,864,27703,27703
1537,704,27721,27721
1538,672,27739,27739
1539,704,27757,27757
1540,672,27775,27775
1541,704,27793,27793
1542,704,27811,27811
1543,704,27829,27829
1544,672,27847,27847
1545,672,27865,27865
1546,736,27883,27883
1547,704,27901,27901
1548,672,27919,27919
1549,672,27937,27937
1550,672,27955,27955
1551,736,27973,27973
1552,864,27991,27991
1553,672,28009,28009
1554,768,28027,28027
1555,672,28045,28045
1556,704,28063,28063
1557,672,28081,28081
1558,672,28099,28099
1559,672,28117,28117
1560,672,28135,28135
1561,672,28153,28153
1562,704,28171,28171
1563,672,28189,28189
1564,672,28207,28207
1565,704,28225,28225
1566,672,28243,28243
1567,672,28261,28261
1568,672,28279,28279
1569,704,28297,28297
1570,3104,28315,28315
1571,2016,28333,28333
1572,672,28351,28351
1573,672,28369,28369
1574,768,28387,28387
1575,672,28405,28405
1576,704,28423,28423
1577,672,28441,28441
1578,672,28459,28459
1579,704,28477,28477
1580,704,28495,28495
1581,704,28513,28513
1582,704,28531,28531
1583,672,28549,28549
1584,672,28567,28567
1585,672,28585,28585
1586,672,28603,28603
1587,704,28621,28621
1588,704,28639,28639
1589,672,28657,28657
1590,672,28675,28675
1591,6123040,28693,28693
1592,704,28711,28711
1593,736,28729,28729
1594,736,28747,28747
1595,800,28765,28765
1596,768,28783,28783
1597,768,28801,28801
1598,768,28819,28819
1599,768,28837,28837
1600,736,28855,28855
1601,768,28873,28873
1602,736,28891,28891
1603,704,28909,28909
1604,736,28927,28927
1605,832,28945,28945
1606,992,28963,28963
1607,736,28981,28981
1608,704,28999,28999
1609,736,29017,29017
1610,704,29035,29035
1611,704,29053,29053
1612,896,29071,29071
1613,704,29089,29089
1614,768,29107,29107
1615,704,29125,29125
1616,736,29143,29143
1617,672,29161,29161
1618,672,29179,29179
1619,704,29197,29197
1620,800,29215,29215
1621,736,29233,29233
1622,704,29251,29251
1623,672,29269,29269
1624,704,29287,29287
1625,704,29305,29305
1626,736,29323,29323
1627,672,29341,29341
1628,736,29359,29359
1629,704,29377,29377
1630,704,29395,29395
1631,800,29413,29413
1632,704,29431,29431
1633,704,29449,29449
1634,704,29467,29467
1635,672,29485,29485
1636,736,29503,29503
1637,672,29521,29521
1638,768,29539,29539
1639,704,29557,29557
1640,736,29575,29575
1641,736,29593,29593
1642,704,29611,29611
1643,704,29629,29629
1644,672,29647,29647
1645,768,29665,29665
1646,704,29683,29683
1647,672,29701,29701
1648,704,29719,29719
1649,704,29737,29737
1650,672,29755,29755
1651,736,29773,29773
1652,704,29791,29791
1653,672,29809,29809
1654,672,29827,29827
1655,672,29845,29845
1656,672,29863,29863
1657,672,29881,29881
1658,704,29899,29899
1659,704,29917,29917
1660,672,29935,29935
1661,704,29953,29953
1662,736,29971,29971
1663,672,29989,29989
1664,736,30007,30007
1665,672,30025,30025
1666,736,30043,30043
1667,736,30061,30061
1668,736,30079,30079
1669,704,30097,30097
1670,736,30115,30115
1671,704,30133,30133
1672,704,30151,30151
1673,704,30169,30169
1674,736,30187,30187
1675,704,30205,30205
1676,800,30223,30223
1677,736,30241,30241
1678,672,30259,30259
1679,736,30277,30277
1680,704,30295,30295
1681,704,30313,30313
1682,704,30331,30331
1683,704,30349,30349
1684,704,30367,30367
1685,704,30385,30385
1686,672,30403,30403
1687,736,30421,30421
1688,704,30439,30439
1689,672,30457,30457
1690,672,30475,30475
1691,704,30493,30493
1692,672,30511,30511
1693,704,30529,30529
1694,704,30547,30547
1695,672,30565,30565
1696,672,30583,30583
1697,704,30601,30601
1698,672,30619,30619
1699,672,30637,30637
1700,704,30655,30655
1701,704,30673,30673
1702,672,30691,30691
1703,704,30709,30709
1704,672,30727,30727
1705,672,30745,30745
1706,672,30763,30763
1707,672,30781,30781
1708,704,30799,30799
1709,736,30817,30817
1710,704,30835,30835
1711,704,30853,30853
1712,704,30871,30871
1713,960,30889,30889
1714,672,30907,30907
1715,672,30925,30925
1716,704,30943,30943
1717,704,30961,30961
1718,704,30979,30979
1719,672,30997,30997
1720,704,31015,31015
1721,672,31033,31033
1722,704,31051,31051
1723,1280,31069,31069
1724,672,31087,31087
1725,672,31105,31105
1726,704,31123,31123
1727,704,31141,31141
1728,704,31159,31159
1729,704,31177,31177
1730,672,31195,31195
1731,672,31213,31213
1732,672,31231,31231
1733,672,31249,31249
1734,672,31267,31267
1735,736,31285,31285
1736,704,31303,31303
1737,736,31321,31321
1738,704,31339,31339
1739,672,31357,31357
1740,768,31375,31375
1741,736,31393,31393
1742,704,31411,31411
1743,736,31429,31429
1744,704,31447,31447
1745,768,31465,31465
1746,672,31483,31483
1747,672,31501,31501
1748,672,31519,31519
1749,736,31537,31537
1750,704,31555,31555
1751,672,31573,31573
1752,672,31591,31591
1753,928,31609,31609
1754,704,31627,31627
1755,704,31645,31645
1756,704,31663,31663
1757,1056,31681,31681
1758,704,31699,31699
1759,736,31717,31717
1760,704,31735,31735
1761,704,31753,31753
1762,704,31771,31771
1763,672,31789,31789
1764,736,31807,31807
1765,704,31825,31825
1766,672,31843,31843
1767,704,31861,31861
1768,736,31879,31879
1769,672,31897,31897
1770,704,31915,31915
1771,672,31933,31933
1772,736,31951,31951
1773,736,31969,31969
1774,704,31987,31987
1775,768,32005,32005
1776,672,32023,32023
1777,704,32041,32041
1778,672,32059,32059
1779,672,32077,32077
1780,736,32095,32095
1781,672,32113,32113
1782,704,32131,32131
1783,704,32149,32149
1784,704,32167,32167
1785,704,32185,32185
1786,704,32203,32203
1787,704,32221,32221
1788,672,32239,32239
1789,800,32257,32257
1790,704,32275,32275
1791,704,32293,32293
1792,960,32311,32311
1793,672,32329,32329
1794,704,32347,32347
1795,928,32365,32365
1796,864,32383,32383
1797,928,32401,32401
1798,672,32419,32419
1799,704,32437,32437
1800,704,32455,32455
1801,704,32473,32473
1802,672,32491,32491
1803,704,32509,32509
1804,768,32527,32527
1805,704,32545,32545
1806,704,32563,32563
1807,736,32581,32581
1808,736,32599,32599
1809,672,32617,32617
1810,704,32635,32635
1811,704,32653,32653
1812,736,32671,32671
1813,768,32689,32689
1814,704,32707,32707
1815,704,32725,32725
1816,672,32743,32743
1817,864,32761,32761
1818,672,32779,32779
1819,768,32797,32797
1820,768,32815,32815
1821,704,32833,32833
1822,672,32851,32851
1823,736,32869,32869
1824,704,32887,32887
1825,736,32905,32905
1826,960,32923,32923
1827,704,32941,32941
1828,672,32959,32959
1829,704,32977,32977
1830,704,32995,32995
1831,704,33013,33013
1832,704,33031,33031
1833,736,33049,33049
1834,704,33067,33067
1835,672,33085,33085
1836,672,33103,33103
1837,800,33121,33121
1838,704,33139,33139
1839,672,33157,33157
1840,736,33175,33175
1841,704,33193,33193
1842,672,33211,33211
1843,800,33229,33229
1844,704,33247,33247
1845,736,33265,33265
1846,992,33283,33283
1847,768,33301,33301
1848,736,33319,33319
1849,736,33337,33337
1850,736,33355,33355
1851,800,33373,33373
1852,704,33391,33391
1853,704,33409,33409
1854,672,33427,33427
1855,736,33445,33445
1856,768,33463,33463
1857,800,33481,33481
1858,928,33499,33499
1859,704,33517,33517
1860,704,33535,33535
1861,832,33553,33553
1862,736,33571,33571
1863,672,33589,33589
1864,832,33607,33607
1865,704,33625,33625
1866,736,33643,33643
1867,704,33661,33661
1868,1056,33679,33679
1869,768,33697,33697
1870,1024,33715,33715
1871,896,33733,33733
1872,736,33751,33751
1873,768,33769,33769
1874,736,33787,33787
1875,704,33805,33805
1876,1152,33823,33823
1877,768,33841,33841
1878,704,33859,33859
1879,800,33877,33877
1880,736,33895,33895
1881,800,33913,33913
1882,704,33931,33931
1883,704,33949,33949
1884,736,33967,33967
1885,736,33985,33985
1886,704,34003,34003
1887,800,34021,34021
1888,704,34039,34039
1889,768,34057,34057
1890,704,34075,34075
1891,928,34093,34093
1892,800,34111,34111
1893,864,34129,34129
1894,736,34147,34147
1895,896,34165,34165
1896,768,34183,34183
1897,864,34201,34201
1898,704,34219,34219
1899,768,34237,34237
1900,800,34255,34255
1901,704,34273,34273
1902,672,34291,34291
1903,736,34309,34309
1904,864,34327,34327
1905,768,34345,34345
1906,672,34363,34363
1907,768,34381,34381
1908,704,34399,34399
1909,800,34417,34417
1910,832,34435,34435
1911,704,34453,34453
1912,928,34471,34471
1913,896,34489,34489
1914,704,34507,34507
1915,736,34525,34525
1916,1056,34543,34543
1917,1216,34561,34561
1918,1024,34579,34579
1919,832,34597,34597
1920,768,34615,34615
1921,864,34633,34633
1922,768,34651,34651
1923,1056,34669,34669
1924,832,34687,34687
1925,928,34705,34705
1926,1376,34723,34723
1927,1248,34741,34741
1928,864,34759,34759
1929,736,34777,34777
1930,704,34795,34795
1931,896,34813,34813
1932,704,34831,34831
1933,736,34849,34849
1934,736,34867,34867
1935,704,34885,34885
1936,832,34903,34903
1937,736,34921,34921
1938,992,34939,34939
1939,1024,34957,34957
1940,768,34975,34975
1941,1120,34993,34993
1942,992,35011,35011
1943,864,35029,35029
1944,704,35047,35047
1945,896,35065,35065
1946,992,35083,35083
1947,832,35101,35101
1948,896,35119,35119
1949,864,35137,35137
1950,1440,35155,35155
1951,768,35173,35173
1952,928,35191,35191
1953,864,35209,35209
1954,896,35227,35227
1955,1088,35245,35245
1956,928,35263,35263
1957,1248,35281,35281
1958,1248,35299,35299
1959,1280,35317,35317
1960,832,35335,35335
1961,704,35353,35353
1962,704,35371,35371
1963,736,35389,35389
1964,768,35407,35407
1965,768,35425,35425
1966,992,35443,35443
1967,736,35461,35461
1968,1216,35479,35479
1969,832,35497,35497
1970,736,35515,35515
1971,896,35533,35533
1972,704,35551,35551
1973,928,35569,35569
1974,832,35587,35587
1975,736,35605,35605
1976,672,35623,35623
1977,736,35641,35641
1978,1088,35659,35659
1979,704,35677,35677
1980,864,35695,35695
1981,1120,35713,35713
1982,736,35731,35731
1983,768,35749,35749
1984,1312,35767,35767
1985,1184,35785,35785
1986,768,35803,35803
1987,1248,35821,35821
1988,800,35839,35839
1989,704,35857,35857
1990,704,35875,35875
1991,768,35893,35893
1992,736,35911,35911
1993,864,35929,35929
1994,704,35947,35947
1995,768,35965,35965
1996,736,35983,35983
1997,736,36001,36001
1998,704,36019,36019
1999,864,36037,36037
2000,1376,36055,36055
2001,736,36073,36073
2002,704,36091,36091
2003,1024,36109,36109
2004,1568,36127,36127
2005,1088,36145,36145
2006,704,36163,36163
2007,832,36181,36181
2008,896,36199,36199
2009,1184,36217,36217
2010,832,36235,36235
2011,704,36253,36253
2012,896,36271,36271
2013,704,36289,36289
2014,864,36307,36307
2015,768,36325,36325
2016,1056,36343,36343
2017,736,36361,36361
2018,704,36379,36379
2019,704,36397,36397
2020,736,36415,36415
2021,768,36433,36433
2022,704,36451,36451
2023,768,36469,36469
2024,768,36487,36487
2025,768,36505,36505
2026,704,36523,36523
2027,1120,36541,36541
2028,768,36559,36559
2029,768,36577,36577
2030,704,36595,36595
2031,736,36613,36613
2032,832,36631,36631
2033,800,36649,36649
2034,800,36667,36667
2035,704,36685,36685
2036,736,36703,36703
2037,736,36721,36721
2038,736,36739,36739
2039,1344,36757,36757
2040,768,36775,36775
2041,800,36793,36793
2042,704,36811,36811
2043,800,36829,36829
2044,736,36847,36847
2045,736,36865,36865
2046,736,36883,36883
2047,736,36901,36901
2048,704,36919,36919
2049,736,36937,36937
2050,672,36955,36955
2051,768,36973,36973
2052,736,36991,36991
2053,672,37009,37009
2054,672,37027,37027
2055,704,37045,37045
2056,736,37063,37063
2057,672,37081,37081
2058,704,37099,37099
2059,704,37117,37117
2060,704,37135,37135
2061,704,37153,37153
2062,928,37171,37171
2063,704,37189,37189
2064,768,37207,37207
2065,736,37225,37225
2066,736,37243,37243
2067,736,37261,37261
2068,768,37279,37279
2069,672,37297,37297
2070,736,37315,37315
2071,704,37333,37333
2072,704,37351,37351
2073,736,37369,37369
2074,704,37387,37387
2075,736,37405,37405
2076,736,37423,37423
2077,672,37441,37441
2078,672,37459,37459
2079,800,37477,37477
2080,704,37495,37495
2081,736,37513,37513
2082,704,37531,37531
2083,736,37549,37549
2084,704,37567,37567
2085,736,37585,37585
2086,736,37603,37603
2087,928,37621,37621
2088,768,37639,37639
2089,704,37657,37657
2090,736,37675,37675
2091,736,37693,37693
2092,736,37711,37711
2093,704,37729,37729
2094,736,37747,37747
2095,960,37765,37765
2096,704,37783,37783
2097,704,37801,37801
2098,704,37819,37819
2099,768,37837,37837
2100,800,37855,37855
2101,672,37873,37873
2102,704,37891,37891
2103,896,37909,37909
2104,768,37927,37927
2105,768,37945,37945
2106,832,37963,37963
2107,800,37981,37981
2108,832,37999,37999
2109,704,38017,38017
2110,768,38035,38035
2111,768,38053,38053
2112,1376,38071,38071
2113,768,38089,38089
2114,704,38107,38107
2115,768,38125,38125
2116,704,38143,38143
2117,992,38161,38161
2118,768,38179,38179
2119,704,38197,38197
2120,704,38215,38215
2121,768,38233,38233
2122,704,38251,38251
2123,832,38269,38269
2124,736,38287,38287
2125,736,38305,38305
2126,704,38323,38323
2127,736,38341,38341
2128,704,38359,38359
2129,704,38377,38377
2130,736,38395,38395
2131,672,38413,38413
2132,704,38431,38431
2133,768,38449,38449
2134,736,38467,38467
2135,736,38485,38485
2136,704,38503,38503
2137,736,38521,38521
2138,736,38539,38539
2139,704,38557,38557
2140,736,38575,38575
2141,672,38593,38593
2142,704,38611,38611
2143,736,38629,38629
2144,736,38647,38647
2145,704,38665,38665
2146,704,38683,38683
2147,768,38701,38701
2148,736,38719,38719
2149,672,38737,38737
2150,704,38755,38755
2151,672,38773,38773
2152,672,38791,38791
2153,704,38809,38809
2154,704,38827,38827
2155,704,38845,38845
2156,768,38863,38863
2157,672,38881,38881
2158,672,38899,38899
2159,704,38917,38917
2160,704,38935,38935
2161,768,38953,38953
2162,832,38971,38971
2163,704,38989,38989
2164,704,39007,39007
2165,704,39025,39025
2166,704,39043,39043
2167,704,39061,39061
2168,704,39079,39079
2169,736,39097,39097
2170,736,39115,39115
2171,704,39133,39133
2172,704,39151,39151
2173,704,39169,39169
2174,704,39187,39187
2175,736,39205,39205
2176,704,39223,39223
2177,736,39241,39241
2178,704,39259,39259
2179,704,39277,39277
2180,704,39295,39295
2181,736,39313,39313
2182,704,39331,39331
2183,736,39349,39349
2184,672,39367,39367
2185,704,39385,39385
2186,736,39403,39403
2187,1120,39421,39421
2188,704,39439,39439
2189,736,39457,39457
2190,704,39475,39475
2191,704,39493,39493
2192,704,39511,39511
2193,704,39529,39529
2194,704,39547,39547
2195,704,39565,39565
2196,704,39583,39583
2197,704,39601,39601
2198,736,39619,39619
2199,736,39637,39637
2200,736,39655,39655
2201,704,39673,39673
2202,704,39691,39691
2203,704,39709,39709
2204,864,39727,39727
2205,672,39745,39745
2206,704,39763,39763
2207,768,39781,39781
2208,736,39799,39799
2209,704,39817,39817
2210,672,39835,39835
2211,704,39853,39853
2212,768,39871,39871
2213,672,39889,39889
2214,672,39907,39907
2215,704,39925,39925
2216,672,39943,39943
2217,672,39961,39961
2218,704,39979,39979
2219,704,39997,39997
2220,704,40015,40015
2221,768,40033,40033
2222,704,40051,40051
2223,704,40069,40069
2224,672,40087,40087
2225,672,40105,40105
2226,672,40123,40123
2227,736,40141,40141
2228,704,40159,40159
2229,672,40177,40177
2230,704,40195,40195
2231,672,40213,40213
2232,704,40231,40231
2233,704,40249,40249
2234,672,40267,40267
2235,672,40285,40285
2236,704,40303,40303
2237,832,40321,40321
2238,672,40339,40339
2239,672,40357,40357
2240,672,40375,40375
2241,672,40393,40393
2242,672,40411,40411
2243,672,40429,40429
2244,704,40447,40447
2245,672,40465,40465
2246,672,40483,40483
2247,672,40501,40501
2248,672,40519,40519
2249,672,40537,40537
2250,672,40555,40555
2251,672,40573,40573
2252,704,40591,40591
2253,672,40609,40609
2254,928,40627,40627
2255,704,40645,40645
2256,704,40663,40663
2257,704,40681,40681
2258,704,40699,40699
2259,672,40717,40717
2260,672,40735,40735
2261,672,40753,40753
2262,704,40771,40771
2263,704,40789,40789
2264,672,40807,40807
2265,704,40825,40825
2266,704,40843,40843
2267,672,40861,40861
2268,672,40879,40879
2269,672,40897,40897
2270,672,40915,40915
2271,832,40933,40933
2272,704,40951,40951
2273,704,40969,40969
2274,672,40987,40987
2275,672,41005,41005
2276,704,41023,41023
2277,704,41041,41041
2278,704,41059,41059
2279,704,41077,41077
2280,672,41095,41095
2281,704,41113,41113
2282,672,41131,41131
2283,704,41149,41149
2284,672,41167,41167
2285,704,41185,41185
2286,672,41203,41203
2287,672,41221,41221
2288,672,41239,41239
2289,704,41257,41257
2290,704,41275,41275
2291,672,41293,41293
2292,704,41311,41311
2293,960,41329,41329
2294,704,41347,41347
2295,704,41365,41365
2296,672,41383,41383
2297,704,41401,41401
2298,672,41419,41419
2299,672,41437,41437
2300,704,41455,41455
2301,672,41473,41473
2302,672,41491,41491
2303,672,41509,41509
2304,864,41527,41527
2305,672,41545,41545
2306,672,41563,41563
2307,704,41581,41581
2308,672,41599,41599
2309,672,41617,41617
2310,704,41635,41635
2311,672,41653,41653
2312,704,41671,41671
2313,736,41689,41689
2314,672,41707,41707
2315,768,41725,41725
2316,672,41743,41743
2317,704,41761,41761
2318,704,41779,41779
2319,672,41797,41797
2320,704,41815,41815
2321,704,41833,41833
2322,704,41851,41851
2323,736,41869,41869
2324,704,41887,41887
2325,704,41905,41905
2326,928,41923,41923
2327,704,41941,41941
2328,704,41959,41959
2329,672,41977,41977
2330,704,41995,41995
2331,736,42013,42013
2332,800,42031,42031
2333,672,42049,42049
2334,672,42067,42067
2335,672,42085,42085
2336,672,42103,42103
2337,704,42121,42121
2338,704,42139,42139
2339,672,42157,42157
2340,704,42175,42175
2341,672,42193,42193
2342,704,42211,42211
2343,736,42229,42229
2344,704,42247,42247
2345,736,42265,42265
2346,672,42283,42283
2347,672,42301,42301
2348,704,42319,42319
2349,704,42337,42337
2350,672,42355,42355
2351,672,42373,42373
2352,704,42391,42391
2353,704,42409,42409
2354,704,42427,42427
2355,704,42445,42445
2356,768,42463,42463
2357,768,42481,42481
2358,672,42499,42499
2359,704,42517,42517
2360,704,42535,42535
2361,672,42553,42553
2362,672,42571,42571
2363,672,42589,42589
2364,704,42607,42607
2365,672,42625,42625
2366,672,42643,42643
2367,672,42661,42661
2368,704,42679,42679
2369,704,42697,42697
2370,672,42715,42715
2371,672,42733,42733
2372,704,42751,42751
2373,704,42769,42769
2374,704,42787,42787
2375,672,42805,42805
2376,704,42823,42823
2377,672,42841,42841
2378,704,42859,42859
2379,704,42877,42877
2380,672,42895,42895
2381,672,42913,42913
2382,704,42931,42931
2383,672,42949,42949
2384,704,42967,42967
2385,672,42985,42985
2386,672,43003,43003
2387,672,43021,43021
2388,704,43039,43039
2389,704,43057,43057
2390,672,43075,43075
2391,672,43093,43093
2392,672,43111,43111
2393,672,43129,43129
2394,864,43147,43147
2395,672,43165,43165
2396,736,43183,43183
2397,672,43201,43201
2398,672,43219,43219
2399,672,43237,43237
2400,704,43255,43255
2401,704,43273,43273
2402,672,43291,43291
2403,704,43309,43309
2404,672,43327,43327
2405,800,43345,43345
2406,672,43363,43363
2407,704,43381,43381
2408,672,43399,43399
2409,704,43417,43417
2410,672,43435,43435
2411,672,43453,43453
2412,736,43471,43471
2413,672,43489,43489
2414,704,43507,43507
2415,672,43525,43525
2416,672,43543,43543
2417,704,43561,43561
2418,704,43579,43579
2419,704,43597,43597
2420,736,43615,43615
2421,704,43633,43633
2422,736,43651,43651
2423,672,43669,43669
2424,672,43687,43687
2425,704,43705,43705
2426,672,43723,43723
2427,704,43741,43741
2428,672,43759,43759
2429,704,43777,43777
2430,672,43795,43795
2431,704,43813,43813
2432,672,43831,43831
2433,704,43849,43849
2434,672,43867,43867
2435,704,43885,43885
2436,704,43903,43903
2437,704,43921,43921
2438,704,43939,43939
2439,736,43957,43957
2440,736,43975,43975
2441,672,43993,43993
2442,672,44011,44011
2443,672,44029,44029
2444,704,44047,44047
2445,672,44065,44065
2446,704,44083,44083
2447,672,44101,44101
2448,672,44119,44119
2449,672,44137,44137
2450,832,44155,44155
2451,672,44173,44173
2452,672,44191,44191
2453,704,44209,44209
2454,672,44227,44227
2455,704,44245,44245
2456,704,44263,44263
2457,672,44281,44281
2458,672,44299,44299
2459,704,44317,44317
2460,672,44335,44335
2461,736,44353,44353
2462,672,44371,44371
2463,704,44389,44389
2464,704,44407,44407
2465,672,44425,44425
2466,704,44443,44443
2467,672,44461,44461
2468,672,44479,44479
2469,672,44497,44497
2470,672,44515,44515
2471,672,44533,44533
2472,672,44551,44551
2473,704,44569,44569
2474,672,44587,44587
2475,672,44605,44605
2476,704,44623,44623
2477,672,44641,44641
2478,672,44659,44659
2479,672,44677,44677
2480,704,44695,44695
2481,672,44713,44713
2482,672,44731,44731
2483,704,44749,44749
2484,704,44767,44767
2485,704,44785,44785
2486,672,44803,44803
2487,672,44821,44821
2488,704,44839,44839
2489,704,44857,44857
2490,672,44875,44875
2491,672,44893,44893
2492,704,44911,44911
2493,672,44929,44929
2494,672,44947,44947
2495,672,44965,44965
2496,704,44983,44983
2497,736,45001,45001
2498,704,45019,45019
2499,736,45037,45037
2500,704,45055,45055
2501,672,45073,45073
2502,672,45091,45091
2503,704,45109,45109
2504,672,45127,45127
2505,672,45145,45145
2506,896,45182,45182
2507,9344,45192,45192
2508,39712,45209,45209
2509,243136,45221,45221
