HUD frame time nsec:,16426000

Range Index,Elapsed Time, First Event,Last Event
133,832,2449,2449
134,704,2467,2467
135,704,2485,2485
136,672,2503,2503
137,672,2521,2521
138,704,2539,2539
139,896,2557,2557
140,672,2575,2575
141,704,2593,2593
142,704,2611,2611
143,672,2629,2629
144,704,2647,2647
145,704,2665,2665
146,704,2683,2683
147,704,2701,2701
148,704,2719,2719
149,736,2737,2737
150,672,2755,2755
151,704,2773,2773
152,704,2791,2791
153,672,2809,2809
154,704,2827,2827
155,928,2845,2845
156,672,2863,2863
157,672,2881,2881
158,672,2899,2899
159,704,2917,2917
160,672,2935,2935
161,672,2953,2953
162,704,2971,2971
163,704,2989,2989
164,704,3007,3007
165,704,3025,3025
166,960,3043,3043
167,736,3061,3061
168,704,3079,3079
169,736,3097,3097
170,704,3115,3115
171,704,3133,3133
172,800,3151,3151
173,672,3169,3169
174,704,3187,3187
175,704,3205,3205
176,672,3223,3223
177,672,3241,3241
178,672,3259,3259
179,672,3277,3277
180,704,3295,3295
181,704,3313,3313
182,704,3331,3331
183,928,3349,3349
184,672,3367,3367
185,736,3385,3385
186,704,3403,3403
187,672,3421,3421
188,704,3439,3439
189,704,3457,3457
190,704,3475,3475
191,704,3493,3493
192,704,3511,3511
193,704,3529,3529
194,736,3547,3547
195,672,3565,3565
196,704,3583,3583
197,672,3601,3601
198,672,3619,3619
199,672,3637,3637
200,704,3655,3655
201,704,3673,3673
202,672,3691,3691
203,672,3709,3709
204,704,3727,3727
205,704,3745,3745
206,704,3763,3763
207,800,3781,3781
208,704,3799,3799
209,672,3817,3817
210,672,3835,3835
211,768,3853,3853
212,704,3871,3871
213,672,3889,3889
214,672,3907,3907
215,704,3925,3925
216,704,3943,3943
217,704,3961,3961
218,704,3979,3979
219,768,3997,3997
220,672,4015,4015
221,704,4033,4033
222,736,4051,4051
223,704,4069,4069
224,672,4087,4087
225,672,4105,4105
226,704,4123,4123
227,704,4141,4141
228,704,4159,4159
229,736,4177,4177
230,704,4195,4195
231,704,4213,4213
232,704,4231,4231
233,704,4249,4249
234,896,4267,4267
235,736,4285,4285
236,672,4303,4303
237,704,4321,4321
238,704,4339,4339
239,704,4357,4357
240,704,4375,4375
241,704,4393,4393
242,704,4411,4411
243,672,4429,4429
244,672,4447,4447
245,704,4465,4465
246,672,4483,4483
247,736,4501,4501
248,672,4519,4519
249,768,4537,4537
250,672,4555,4555
251,704,4573,4573
252,704,4591,4591
253,704,4609,4609
254,672,4627,4627
255,736,4645,4645
256,672,4663,4663
257,864,4681,4681
258,672,4699,4699
259,704,4717,4717
260,704,4735,4735
261,672,4753,4753
262,672,4771,4771
263,704,4789,4789
264,704,4807,4807
265,704,4825,4825
266,704,4843,4843
267,672,4861,4861
268,704,4879,4879
269,736,4897,4897
270,704,4915,4915
271,672,4933,4933
272,672,4951,4951
273,672,4969,4969
274,672,4987,4987
275,672,5005,5005
276,672,5023,5023
277,704,5041,5041
278,736,5059,5059
279,704,5077,5077
280,672,5095,5095
281,704,5113,5113
282,704,5131,5131
283,672,5149,5149
284,704,5167,5167
285,672,5185,5185
286,704,5203,5203
287,704,5221,5221
288,672,5239,5239
289,672,5257,5257
290,672,5275,5275
291,704,5293,5293
292,672,5311,5311
293,704,5329,5329
294,768,5347,5347
295,736,5365,5365
296,704,5383,5383
297,800,5401,5401
298,704,5419,5419
299,704,5437,5437
300,704,5455,5455
301,736,5473,5473
302,736,5491,5491
303,704,5509,5509
304,704,5527,5527
305,704,5545,5545
306,672,5563,5563
307,832,5581,5581
308,704,5599,5599
309,832,5617,5617
310,704,5635,5635
311,672,5653,5653
312,672,5671,5671
313,768,5689,5689
314,672,5707,5707
315,672,5725,5725
316,672,5743,5743
317,672,5761,5761
318,672,5779,5779
319,672,5797,5797
320,672,5815,5815
321,768,5833,5833
322,704,5851,5851
323,704,5869,5869
324,672,5887,5887
325,672,5905,5905
326,704,5923,5923
327,704,5941,5941
328,704,5959,5959
329,672,5977,5977
330,672,5995,5995
331,704,6013,6013
332,704,6031,6031
333,704,6049,6049
334,672,6067,6067
335,704,6085,6085
336,672,6103,6103
337,704,6121,6121
338,672,6139,6139
339,672,6157,6157
340,672,6175,6175
341,704,6193,6193
342,672,6211,6211
343,768,6229,6229
344,736,6247,6247
345,736,6265,6265
346,672,6283,6283
347,704,6301,6301
348,672,6319,6319
349,672,6337,6337
350,704,6355,6355
351,672,6373,6373
352,736,6391,6391
353,672,6409,6409
354,672,6427,6427
355,672,6445,6445
356,736,6463,6463
357,704,6481,6481
358,704,6499,6499
359,672,6517,6517
360,672,6535,6535
361,672,6553,6553
362,704,6571,6571
363,704,6589,6589
364,672,6607,6607
365,704,6625,6625
366,704,6643,6643
367,704,6661,6661
368,704,6679,6679
369,672,6697,6697
370,704,6715,6715
371,704,6733,6733
372,704,6751,6751
373,672,6769,6769
374,672,6787,6787
375,832,6805,6805
376,672,6823,6823
377,704,6841,6841
378,704,6859,6859
379,704,6877,6877
380,672,6895,6895
381,704,6913,6913
382,672,6931,6931
383,672,6949,6949
384,704,6967,6967
385,672,6985,6985
386,704,7003,7003
387,672,7021,7021
388,896,7039,7039
389,704,7057,7057
390,704,7075,7075
391,704,7093,7093
392,704,7111,7111
393,704,7129,7129
394,672,7147,7147
395,672,7165,7165
396,672,7183,7183
397,704,7201,7201
398,704,7219,7219
399,672,7237,7237
400,704,7255,7255
401,672,7273,7273
402,736,7291,7291
403,672,7309,7309
404,672,7327,7327
405,704,7345,7345
406,704,7363,7363
407,704,7381,7381
408,672,7399,7399
409,672,7417,7417
410,672,7435,7435
411,704,7453,7453
412,672,7471,7471
413,672,7489,7489
414,736,7507,7507
415,672,7525,7525
416,960,7543,7543
417,704,7561,7561
418,704,7579,7579
419,672,7597,7597
420,672,7615,7615
421,704,7633,7633
422,672,7651,7651
423,704,7669,7669
424,704,7687,7687
425,704,7705,7705
426,704,7723,7723
427,800,7741,7741
428,704,7759,7759
429,704,7777,7777
430,704,7795,7795
431,672,7813,7813
432,704,7831,7831
433,672,7849,7849
434,704,7867,7867
435,704,7885,7885
436,704,7903,7903
437,704,7921,7921
438,704,7939,7939
439,704,7957,7957
440,896,7975,7975
441,672,7993,7993
442,672,8011,8011
443,704,8029,8029
444,736,8047,8047
445,704,8065,8065
446,672,8083,8083
447,768,8101,8101
448,704,8119,8119
449,736,8137,8137
450,704,8155,8155
451,704,8173,8173
452,672,8191,8191
453,672,8209,8209
454,672,8227,8227
455,704,8245,8245
456,672,8263,8263
457,672,8281,8281
458,672,8299,8299
459,672,8317,8317
460,672,8335,8335
461,704,8353,8353
462,704,8371,8371
463,672,8389,8389
464,672,8407,8407
465,672,8425,8425
466,864,8443,8443
467,672,8461,8461
468,672,8479,8479
469,704,8497,8497
470,704,8515,8515
471,672,8533,8533
472,672,8551,8551
473,672,8569,8569
474,672,8587,8587
475,704,8605,8605
476,704,8623,8623
477,672,8641,8641
478,672,8659,8659
479,704,8677,8677
480,672,8695,8695
481,704,8713,8713
482,672,8731,8731
483,704,8749,8749
484,704,8767,8767
485,704,8785,8785
486,704,8803,8803
487,704,8821,8821
488,672,8839,8839
489,672,8857,8857
490,704,8875,8875
491,704,8893,8893
492,672,8911,8911
493,704,8929,8929
494,896,8947,8947
495,672,8965,8965
496,704,8983,8983
497,704,9001,9001
498,704,9019,9019
499,704,9037,9037
500,672,9055,9055
501,672,9073,9073
502,672,9091,9091
503,704,9109,9109
504,704,9127,9127
505,704,9145,9145
506,704,9163,9163
507,672,9181,9181
508,736,9199,9199
509,704,9217,9217
510,704,9235,9235
511,672,9253,9253
512,672,9271,9271
513,704,9289,9289
514,672,9307,9307
515,704,9325,9325
516,704,9343,9343
517,704,9361,9361
518,672,9379,9379
519,672,9397,9397
520,672,9415,9415
521,704,9433,9433
522,672,9451,9451
523,672,9469,9469
524,672,9487,9487
525,672,9505,9505
526,704,9523,9523
527,672,9541,9541
528,704,9559,9559
529,672,9577,9577
530,704,9595,9595
531,672,9613,9613
532,704,9631,9631
533,672,9649,9649
534,672,9667,9667
535,704,9685,9685
536,704,9703,9703
537,672,9721,9721
538,672,9739,9739
539,768,9757,9757
540,672,9775,9775
541,672,9793,9793
542,672,9811,9811
543,672,9829,9829
544,704,9847,9847
545,672,9865,9865
546,672,9883,9883
547,672,9901,9901
548,704,9919,9919
549,672,9937,9937
550,736,9955,9955
551,672,9973,9973
552,672,9991,9991
553,672,10009,10009
554,704,10027,10027
555,768,10045,10045
556,672,10063,10063
557,704,10081,10081
558,704,10099,10099
559,672,10117,10117
560,704,10135,10135
561,736,10153,10153
562,672,10171,10171
563,704,10189,10189
564,704,10207,10207
565,704,10225,10225
566,704,10243,10243
567,704,10261,10261
568,704,10279,10279
569,704,10297,10297
570,704,10315,10315
571,704,10333,10333
572,672,10351,10351
573,704,10369,10369
574,672,10387,10387
575,672,10405,10405
576,704,10423,10423
577,704,10441,10441
578,704,10459,10459
579,704,10477,10477
580,704,10495,10495
581,672,10513,10513
582,704,10531,10531
583,704,10549,10549
584,704,10567,10567
585,704,10585,10585
586,672,10603,10603
587,672,10621,10621
588,672,10639,10639
589,736,10657,10657
590,704,10675,10675
591,672,10693,10693
592,672,10711,10711
593,704,10729,10729
594,672,10747,10747
595,864,10765,10765
596,704,10783,10783
597,672,10801,10801
598,736,10819,10819
599,704,10837,10837
600,704,10855,10855
601,704,10873,10873
602,672,10891,10891
603,672,10909,10909
604,672,10927,10927
605,672,10945,10945
606,704,10963,10963
607,704,10981,10981
608,672,10999,10999
609,672,11017,11017
610,704,11035,11035
611,704,11053,11053
612,704,11071,11071
613,704,11089,11089
614,672,11107,11107
615,704,11125,11125
616,672,11143,11143
617,704,11161,11161
618,704,11179,11179
619,704,11197,11197
620,704,11215,11215
621,672,11233,11233
622,704,11251,11251
623,7070528,11269,11269
624,1152,11287,11287
625,896,11305,11305
626,928,11323,11323
627,704,11341,11341
628,928,11359,11359
629,832,11377,11377
630,704,11395,11395
631,800,11413,11413
632,800,11431,11431
633,928,11449,11449
634,832,11467,11467
635,800,11485,11485
636,832,11503,11503
637,896,11521,11521
638,704,11539,11539
639,800,11557,11557
640,800,11575,11575
641,768,11593,11593
642,992,11611,11611
643,704,11629,11629
644,736,11647,11647
645,736,11665,11665
646,704,11683,11683
647,704,11701,11701
648,704,11719,11719
649,736,11737,11737
650,928,11755,11755
651,800,11773,11773
652,960,11791,11791
653,800,11809,11809
654,704,11827,11827
655,704,11845,11845
656,800,11863,11863
657,704,11881,11881
658,704,11899,11899
659,768,11917,11917
660,896,11935,11935
661,992,11953,11953
662,704,11971,11971
663,832,11989,11989
664,1248,12007,12007
665,736,12025,12025
666,832,12043,12043
667,832,12061,12061
668,800,12079,12079
669,768,12097,12097
670,704,12115,12115
671,832,12133,12133
672,800,12151,12151
673,736,12169,12169
674,928,12187,12187
675,768,12205,12205
676,800,12223,12223
677,736,12241,12241
678,768,12259,12259
679,1152,12277,12277
680,800,12295,12295
681,992,12313,12313
682,1024,12331,12331
683,736,12349,12349
684,704,12367,12367
685,736,12385,12385
686,800,12403,12403
687,832,12421,12421
688,960,12439,12439
689,736,12457,12457
690,1440,12475,12475
691,704,12493,12493
692,800,12511,12511
693,736,12529,12529
694,832,12547,12547
695,992,12565,12565
696,928,12583,12583
697,896,12601,12601
698,832,12619,12619
699,864,12637,12637
700,768,12655,12655
701,736,12673,12673
702,704,12691,12691
703,704,12709,12709
704,832,12727,12727
705,672,12745,12745
706,704,12763,12763
707,704,12781,12781
708,704,12799,12799
709,800,12817,12817
710,736,12835,12835
711,768,12853,12853
712,672,12871,12871
713,704,12889,12889
714,704,12907,12907
715,768,12925,12925
716,736,12943,12943
717,736,12961,12961
718,704,12979,12979
719,704,12997,12997
720,704,13015,13015
721,736,13033,13033
722,736,13051,13051
723,800,13069,13069
724,704,13087,13087
725,1088,13105,13105
726,768,13123,13123
727,736,13141,13141
728,832,13159,13159
729,704,13177,13177
730,960,13195,13195
731,768,13213,13213
732,736,13231,13231
733,704,13249,13249
734,736,13267,13267
735,800,13285,13285
736,832,13303,13303
737,1472,13321,13321
738,704,13339,13339
739,800,13357,13357
740,704,13375,13375
741,864,13393,13393
742,736,13411,13411
743,832,13429,13429
744,1056,13447,13447
745,704,13465,13465
746,672,13483,13483
747,704,13501,13501
748,704,13519,13519
749,800,13537,13537
750,736,13555,13555
751,736,13573,13573
752,704,13591,13591
753,672,13609,13609
754,736,13627,13627
755,832,13645,13645
756,704,13663,13663
757,672,13681,13681
758,736,13699,13699
759,704,13717,13717
760,704,13735,13735
761,672,13753,13753
762,704,13771,13771
763,704,13789,13789
764,704,13807,13807
765,704,13825,13825
766,928,13843,13843
767,672,13861,13861
768,672,13879,13879
769,704,13897,13897
770,704,13915,13915
771,704,13933,13933
772,736,13951,13951
773,672,13969,13969
774,704,13987,13987
775,704,14005,14005
776,736,14023,14023
777,704,14041,14041
778,704,14059,14059
779,704,14077,14077
780,672,14095,14095
781,736,14113,14113
782,704,14131,14131
783,704,14149,14149
784,736,14167,14167
785,768,14185,14185
786,672,14203,14203
787,704,14221,14221
788,672,14239,14239
789,672,14257,14257
790,800,14275,14275
791,928,14293,14293
792,704,14311,14311
793,768,14329,14329
794,704,14347,14347
795,704,14365,14365
796,736,14383,14383
797,704,14401,14401
798,704,14419,14419
799,704,14437,14437
800,704,14455,14455
801,704,14473,14473
802,672,14491,14491
803,672,14509,14509
804,704,14527,14527
805,704,14545,14545
806,704,14563,14563
807,736,14581,14581
808,672,14599,14599
809,672,14617,14617
810,704,14635,14635
811,768,14653,14653
812,672,14671,14671
813,704,14689,14689
814,704,14707,14707
815,704,14725,14725
816,704,14743,14743
817,704,14761,14761
818,736,14779,14779
819,672,14797,14797
820,704,14815,14815
821,928,14833,14833
822,704,14851,14851
823,704,14869,14869
824,672,14887,14887
825,672,14905,14905
826,704,14923,14923
827,704,14941,14941
828,736,14959,14959
829,672,14977,14977
830,704,14995,14995
831,672,15013,15013
832,992,15031,15031
833,672,15049,15049
834,704,15067,15067
835,672,15085,15085
836,736,15103,15103
837,704,15121,15121
838,704,15139,15139
839,704,15157,15157
840,704,15175,15175
841,704,15193,15193
842,672,15211,15211
843,672,15229,15229
844,768,15247,15247
845,672,15265,15265
846,672,15283,15283
847,704,15301,15301
848,736,15319,15319
849,768,15337,15337
850,704,15355,15355
851,704,15373,15373
852,704,15391,15391
853,672,15409,15409
854,768,15427,15427
855,768,15445,15445
856,704,15463,15463
857,672,15481,15481
858,704,15499,15499
859,672,15517,15517
860,704,15535,15535
861,672,15553,15553
862,704,15571,15571
863,704,15589,15589
864,672,15607,15607
865,704,15625,15625
866,704,15643,15643
867,704,15661,15661
868,704,15679,15679
869,704,15697,15697
870,704,15715,15715
871,704,15733,15733
872,704,15751,15751
873,704,15769,15769
874,672,15787,15787
875,704,15805,15805
876,704,15823,15823
877,704,15841,15841
878,704,15859,15859
879,704,15877,15877
880,672,15895,15895
881,704,15913,15913
882,832,15931,15931
883,672,15949,15949
884,704,15967,15967
885,672,15985,15985
886,672,16003,16003
887,672,16021,16021
888,736,16039,16039
889,704,16057,16057
890,704,16075,16075
891,704,16093,16093
892,672,16111,16111
893,704,16129,16129
894,672,16147,16147
895,672,16165,16165
896,704,16183,16183
897,736,16201,16201
898,672,16219,16219
899,704,16237,16237
900,704,16255,16255
901,736,16273,16273
902,672,16291,16291
903,704,16309,16309
904,704,16327,16327
905,736,16345,16345
906,672,16363,16363
907,832,16381,16381
908,672,16399,16399
909,704,16417,16417
910,864,16435,16435
911,736,16453,16453
912,672,16471,16471
913,672,16489,16489
914,672,16507,16507
915,704,16525,16525
916,704,16543,16543
917,704,16561,16561
918,736,16579,16579
919,704,16597,16597
920,672,16615,16615
921,704,16633,16633
922,704,16651,16651
923,672,16669,16669
924,704,16687,16687
925,704,16705,16705
926,704,16723,16723
927,704,16741,16741
928,704,16759,16759
929,704,16777,16777
930,672,16795,16795
931,736,16813,16813
932,896,16831,16831
933,672,16849,16849
934,672,16867,16867
935,672,16885,16885
936,672,16903,16903
937,672,16921,16921
938,704,16939,16939
939,800,16957,16957
940,704,16975,16975
941,704,16993,16993
942,704,17011,17011
943,704,17029,17029
944,704,17047,17047
945,672,17065,17065
946,736,17083,17083
947,672,17101,17101
948,672,17119,17119
949,704,17137,17137
950,704,17155,17155
951,960,17173,17173
952,672,17191,17191
953,704,17209,17209
954,704,17227,17227
955,704,17245,17245
956,832,17263,17263
957,704,17281,17281
958,704,17299,17299
959,704,17317,17317
960,704,17335,17335
961,672,17353,17353
962,672,17371,17371
963,672,17389,17389
964,672,17407,17407
965,672,17425,17425
966,672,17443,17443
967,704,17461,17461
968,672,17479,17479
969,704,17497,17497
970,672,17515,17515
971,704,17533,17533
972,672,17551,17551
973,704,17569,17569
974,832,17587,17587
975,704,17605,17605
976,704,17623,17623
977,704,17641,17641
978,704,17659,17659
979,672,17677,17677
980,672,17695,17695
981,736,17713,17713
982,704,17731,17731
983,704,17749,17749
984,704,17767,17767
985,704,17785,17785
986,672,17803,17803
987,832,17821,17821
988,672,17839,17839
989,704,17857,17857
990,704,17875,17875
991,672,17893,17893
992,672,17911,17911
993,672,17929,17929
994,672,17947,17947
995,704,17965,17965
996,672,17983,17983
997,672,18001,18001
998,704,18019,18019
999,704,18037,18037
1000,704,18055,18055
1001,672,18073,18073
1002,672,18091,18091
1003,704,18109,18109
1004,704,18127,18127
1005,736,18145,18145
1006,672,18163,18163
1007,704,18181,18181
1008,704,18199,18199
1009,672,18217,18217
1010,704,18235,18235
1011,672,18253,18253
1012,704,18271,18271
1013,704,18289,18289
1014,672,18307,18307
1015,768,18325,18325
1016,736,18343,18343
1017,736,18361,18361
1018,672,18379,18379
1019,672,18397,18397
1020,704,18415,18415
1021,672,18433,18433
1022,704,18451,18451
1023,704,18469,18469
1024,672,18487,18487
1025,736,18505,18505
1026,704,18523,18523
1027,672,18541,18541
1028,672,18559,18559
1029,704,18577,18577
1030,704,18595,18595
1031,704,18613,18613
1032,704,18631,18631
1033,672,18649,18649
1034,672,18667,18667
1035,704,18685,18685
1036,704,18703,18703
1037,736,18721,18721
1038,704,18739,18739
1039,704,18757,18757
1040,704,18775,18775
1041,704,18793,18793
1042,672,18811,18811
1043,800,18829,18829
1044,736,18847,18847
1045,704,18865,18865
1046,704,18883,18883
1047,704,18901,18901
1048,736,18919,18919
1049,672,18937,18937
1050,672,18955,18955
1051,672,18973,18973
1052,704,18991,18991
1053,672,19009,19009
1054,896,19027,19027
1055,800,19045,19045
1056,704,19063,19063
1057,704,19081,19081
1058,672,19099,19099
1059,704,19117,19117
1060,704,19135,19135
1061,704,19153,19153
1062,704,19171,19171
1063,736,19189,19189
1064,704,19207,19207
1065,704,19225,19225
1066,736,19243,19243
1067,672,19261,19261
1068,736,19279,19279
1069,736,19297,19297
1070,896,19315,19315
1071,672,19333,19333
1072,704,19351,19351
1073,672,19369,19369
1074,672,19387,19387
1075,704,19405,19405
1076,672,19423,19423
1077,704,19441,19441
1078,672,19459,19459
1079,704,19477,19477
1080,704,19495,19495
1081,864,19513,19513
1082,672,19531,19531
1083,736,19549,19549
1084,672,19567,19567
1085,672,19585,19585
1086,672,19603,19603
1087,704,19621,19621
1088,736,19639,19639
1089,672,19657,19657
1090,672,19675,19675
1091,704,19693,19693
1092,704,19711,19711
1093,672,19729,19729
1094,704,19747,19747
1095,704,19765,19765
1096,672,19783,19783
1097,768,19801,19801
1098,736,19819,19819
1099,704,19837,19837
1100,704,19855,19855
1101,704,19873,19873
1102,704,19891,19891
1103,704,19909,19909
1104,704,19927,19927
1105,672,19945,19945
1106,704,19963,19963
1107,672,19981,19981
1108,672,19999,19999
1109,768,20017,20017
1110,704,20035,20035
1111,704,20053,20053
1112,672,20071,20071
1113,672,20089,20089
1114,704,20107,20107
1115,704,20125,20125
1116,672,20143,20143
1117,704,20161,20161
1118,896,20179,20179
1119,736,20197,20197
1120,736,20215,20215
1121,704,20233,20233
1122,704,20251,20251
1123,704,20269,20269
1124,736,20287,20287
1125,768,20305,20305
1126,704,20323,20323
1127,704,20341,20341
1128,704,20359,20359
1129,704,20377,20377
1130,704,20395,20395
1131,704,20413,20413
1132,672,20431,20431
1133,704,20449,20449
1134,672,20467,20467
1135,704,20485,20485
1136,736,20503,20503
1137,704,20521,20521
1138,704,20539,20539
1139,704,20557,20557
1140,704,20575,20575
1141,704,20593,20593
1142,736,20611,20611
1143,672,20629,20629
1144,832,20647,20647
1145,704,20665,20665
1146,704,20683,20683
1147,704,20701,20701
1148,736,20719,20719
1149,736,20737,20737
1150,704,20755,20755
1151,672,20773,20773
1152,704,20791,20791
1153,736,20809,20809
1154,768,20827,20827
1155,704,20845,20845
1156,704,20863,20863
1157,704,20881,20881
1158,768,20899,20899
1159,672,20917,20917
1160,704,20935,20935
1161,704,20953,20953
1162,672,20971,20971
1163,704,20989,20989
1164,672,21007,21007
1165,672,21025,21025
1166,704,21043,21043
1167,672,21061,21061
1168,672,21079,21079
1169,896,21097,21097
1170,736,21115,21115
1171,672,21133,21133
1172,832,21151,21151
1173,736,21169,21169
1174,672,21187,21187
1175,704,21205,21205
1176,704,21223,21223
1177,736,21241,21241
1178,736,21259,21259
1179,704,21277,21277
1180,864,21295,21295
1181,672,21313,21313
1182,672,21331,21331
1183,704,21349,21349
1184,672,21367,21367
1185,672,21385,21385
1186,704,21403,21403
1187,736,21421,21421
1188,704,21439,21439
1189,672,21457,21457
1190,704,21475,21475
1191,672,21493,21493
1192,736,21511,21511
1193,768,21529,21529
1194,704,21547,21547
1195,800,21565,21565
1196,704,21583,21583
1197,704,21601,21601
1198,704,21619,21619
1199,704,21637,21637
1200,672,21655,21655
1201,736,21673,21673
1202,704,21691,21691
1203,800,21709,21709
1204,672,21727,21727
1205,672,21745,21745
1206,672,21763,21763
1207,704,21781,21781
1208,672,21799,21799
1209,768,21817,21817
1210,704,21835,21835
1211,704,21853,21853
1212,736,21871,21871
1213,704,21889,21889
1214,704,21907,21907
1215,704,21925,21925
1216,704,21943,21943
1217,704,21961,21961
1218,704,21979,21979
1219,704,21997,21997
1220,704,22015,22015
1221,704,22033,22033
1222,768,22051,22051
1223,672,22069,22069
1224,672,22087,22087
1225,704,22105,22105
1226,704,22123,22123
1227,704,22141,22141
1228,736,22159,22159
1229,704,22177,22177
1230,736,22195,22195
1231,672,22213,22213
1232,704,22231,22231
1233,704,22249,22249
1234,736,22267,22267
1235,672,22285,22285
1236,672,22303,22303
1237,704,22321,22321
1238,672,22339,22339
1239,704,22357,22357
1240,704,22375,22375
1241,896,22393,22393
1242,672,22411,22411
1243,704,22429,22429
1244,736,22447,22447
1245,704,22465,22465
1246,736,22483,22483
1247,672,22501,22501
1248,672,22519,22519
1249,704,22537,22537
1250,704,22555,22555
1251,704,22573,22573
1252,672,22591,22591
1253,832,22609,22609
1254,704,22627,22627
1255,672,22645,22645
1256,672,22663,22663
1257,672,22681,22681
1258,736,22699,22699
1259,672,22717,22717
1260,672,22735,22735
1261,672,22753,22753
1262,672,22771,22771
1263,672,22789,22789
1264,704,22807,22807
1265,704,22825,22825
1266,704,22843,22843
1267,672,22861,22861
1268,672,22879,22879
1269,864,22897,22897
1270,672,22915,22915
1271,768,22933,22933
1272,704,22951,22951
1273,672,22969,22969
1274,704,22987,22987
1275,704,23005,23005
1276,672,23023,23023
1277,704,23041,23041
1278,704,23059,23059
1279,672,23077,23077
1280,704,23095,23095
1281,672,23113,23113
1282,704,23131,23131
1283,704,23149,23149
1284,704,23167,23167
1285,704,23185,23185
1286,672,23203,23203
1287,704,23221,23221
1288,672,23239,23239
1289,672,23257,23257
1290,704,23275,23275
1291,704,23293,23293
1292,672,23311,23311
1293,704,23329,23329
1294,704,23347,23347
1295,672,23365,23365
1296,672,23383,23383
1297,736,23401,23401
1298,864,23419,23419
1299,672,23437,23437
1300,704,23455,23455
1301,768,23473,23473
1302,672,23491,23491
1303,704,23509,23509
1304,672,23527,23527
1305,736,23545,23545
1306,736,23563,23563
1307,704,23581,23581
1308,800,23599,23599
1309,800,23617,23617
1310,672,23635,23635
1311,704,23653,23653
1312,768,23671,23671
1313,672,23689,23689
1314,672,23707,23707
1315,672,23725,23725
1316,704,23743,23743
1317,672,23761,23761
1318,672,23779,23779
1319,704,23797,23797
1320,704,23815,23815
1321,672,23833,23833
1322,704,23851,23851
1323,704,23869,23869
1324,704,23887,23887
1325,672,23905,23905
1326,704,23923,23923
1327,672,23941,23941
1328,704,23959,23959
1329,704,23977,23977
1330,672,23995,23995
1331,672,24013,24013
1332,704,24031,24031
1333,704,24049,24049
1334,672,24067,24067
1335,672,24085,24085
1336,864,24103,24103
1337,832,24121,24121
1338,672,24139,24139
1339,992,24157,24157
1340,672,24175,24175
1341,672,24193,24193
1342,672,24211,24211
1343,704,24229,24229
1344,704,24247,24247
1345,704,24265,24265
1346,672,24283,24283
1347,672,24301,24301
1348,704,24319,24319
1349,672,24337,24337
1350,672,24355,24355
1351,704,24373,24373
1352,896,24391,24391
1353,704,24409,24409
1354,736,24427,24427
1355,704,24445,24445
1356,672,24463,24463
1357,672,24481,24481
1358,672,24499,24499
1359,704,24517,24517
1360,704,24535,24535
1361,672,24553,24553
1362,704,24571,24571
1363,768,24589,24589
1364,704,24607,24607
