HUD frame time nsec:,16650000

Range Index,Elapsed Time, First Event,Last Event
0,20000,2,2
1,42016,19,19
2,103392,51,51
3,22816,83,83
4,10432,89,89
5,40896,104,104
6,14120608,116,116
